Bank 7,Oklahoma City,OK,73116,6/30/16,SM,593199,538208,7765,480740,3718,7146,49427,271,138,40423,453
Bank First National,Manitowoc,WI,54220,6/30/16,N,1299687,1178042,7757,1004177,26837,31968,234456,895,792,8970,78
Bank Forward,Hannaford,ND,58448,6/30/16,NM,515343,462312,3570,427046,13720,10468,47238,473,256,116604,1346
Bank Hapoalim B.M.,New York,NY,10036,6/30/16,OI,7652651,7652651,0,3449657,0,0,11598,0,23,0,0
Bank Independent,Sheffield,AL,35660,6/30/16,SM,1223537,1094893,5200,1021471,23939,156685,136019,35775,635,8191,103
Bank Iowa,West Des Moines,IA,50266,6/30/16,SM,1143949,1034856,6352,769060,13765,19650,81424,877,364,206798,2807
Bank Leumi USA,New York,NY,10017,6/30/16,NM,6618119,5973203,12321,4105291,1412,1400,116609,28,238,0,0
Bank Midwest,Spirit Lake,IA,51360,6/30/16,SM,788959,702657,5467,666040,9461,7392,30728,349,169,118309,1055
Bank Mutual,Brown Deer,WI,53223,6/30/16,SA,2619663,2359707,8787,1881475,18984,5381,68069,170,258,196,1
Bank Northwest,Hamilton,MO,64644,6/30/16,NM,113626,103406,1143,81669,2786,2749,7521,96,47,22295,286
Bank of Abbeville and Trust Company,Abbeville,LA,70510,6/30/16,NM,188510,159733,332,53474,3896,2324,10297,107,50,1884,41
Bank of Akron,Akron,NY,14001,6/30/16,NM,283557,255657,914,224080,2152,8396,79182,245,369,371,3
Bank of Alapaha,Alapaha,GA,31622,6/30/16,NM,139776,123792,569,103337,10700,33314,0,553,0,31763,291
Bank of Alma,Alma,WI,54610,6/30/16,NM,224661,131590,2756,132090,3333,4157,19561,154,97,9324,119
Bank of America California  National Association,San Francisco,CA,94104,6/30/16,N,22238000,19086000,168000,14072000,0,0,0,0,0,0,0
Bank of Anguilla,Anguilla,MS,38721,6/30/16,NM,140319,126536,580,86240,7731,3718,8874,183,39,13354,166
Bank of Ann Arbor,Ann Arbor,MI,48107,6/30/16,NM,1193091,1093070,8160,896786,8901,8846,138277,239,513,0,0
Bank of Baroda,New York,NY,10016,6/30/16,OI,8741572,8741572,0,7891657,0,26,2396,3,7,0,0
Bank of Bartlett,Bartlett,TN,38134,6/30/16,SM,350338,322897,541,194302,8166,2711,20449,194,105,0,0
Bank of Bearden,Bearden,AR,71720,6/30/16,NM,43699,37616,289,28343,5147,2097,9683,31,22,2546,31
Bank of Belle Glade,Belle Glade,FL,33430,6/30/16,NM,102321,94082,176,28926,792,1194,7412,53,37,1770,9
Bank of Bennington,Bennington,NE,68007,6/30/16,SM,110895,98628,558,79143,5431,2119,15717,70,49,1491,18
Bank of Benoit,Benoit,MS,38725,6/30/16,NM,16659,14726,16,4804,1700,558,1356,33,5,798,10
Bank of Billings,Billings,MO,65610,6/30/16,NM,50697,42483,152,41356,1649,3205,5586,95,30,6476,120
Bank of Bird-in-Hand,Bird In Hand,PA,17505,6/30/16,NM,144448,129833,264,125720,126,3772,13313,124,66,22647,203
Bank of Birmingham,Birmingham,MI,48009,6/30/16,NM,274468,251391,850,238209,3041,2621,53363,119,198,0,0
Bank of Blue Valley,Overland Park,KS,66213,6/30/16,SM,640613,566868,1326,447222,10528,7953,42485,242,188,360,3
Bank of Bluffs,Bluffs,IL,62621,6/30/16,NM,57575,49383,188,35978,3339,4470,0,52,0,7755,94
Bank of Bolivar,Bolivar,MO,65613,6/30/16,NM,243646,220916,682,192514,7826,7839,33320,327,162,20169,409
Bank of Botetourt,Buchanan,VA,24066,6/30/16,NM,344795,311675,1105,287911,16500,6086,49814,234,210,5742,55
Bank of Bozeman,Bozeman,MT,59718,6/30/16,NM,63000,56162,124,49364,739,1076,14502,56,75,1965,18
Bank of Brenham  National Association,Brenham,TX,77833,6/30/16,N,251834,218401,870,40375,3499,3200,5793,126,31,1060,30
Bank of Brewton,Brewton,AL,36426,6/30/16,NM,55241,45354,231,21817,4504,1193,7141,39,22,581,3
Bank of Bridger  National Association,Bridger,MT,59014,6/30/16,N,404802,363359,1885,195461,12842,10928,52178,422,253,37098,591
Bank of Brookfield - Purdin  National Association,Brookfield,MO,64628,6/30/16,N,92734,82003,386,26847,1317,1011,940,59,9,15813,367
Bank of Buffalo,Buffalo,KY,42716,6/30/16,SM,75754,67440,808,41883,5403,5874,0,63,0,8466,133
Bank of Cadiz and Trust Company,Cadiz,KY,42211,6/30/16,SM,108484,98876,294,61986,4323,1773,9445,57,47,2448,35
Bank of Cairo and Moberly,Moberly,MO,65270,6/30/16,SM,93368,75133,653,54794,2744,2585,12103,118,61,7240,137
Bank of Calhoun County,Hardin,IL,62047,6/30/16,NM,66442,59759,348,35400,1733,5105,0,85,0,6336,81
Bank of Camilla,Camilla,GA,31730,6/30/16,NM,101190,85326,667,45534,1487,2400,6906,108,27,4971,51
Bank of Caneyville,Caneyville,KY,42721,6/30/16,NM,49089,44611,182,17481,926,782,2107,60,7,4899,125
Bank of Cape Cod,Hyannis,MA,2601,6/30/16,NM,260983,233902,494,235027,17,3822,84035,92,266,0,0
Bank of Cashton,Cashton,WI,54619,6/30/16,NM,79699,70742,552,50841,1509,3696,9492,189,55,15372,286
Bank of Cattaraugus,Cattaraugus,NY,14719,6/30/16,SM,21087,19410,34,7829,1412,1908,0,82,0,820,10
Bank of Cave City,Cave City,AR,72521,6/30/16,SM,100931,91526,658,73212,4482,8237,0,408,0,9227,404
Bank of Central Florida,Lakeland,FL,33813,6/30/16,NM,418637,383374,1819,280413,7111,11589,71932,135,332,138,1
Bank of Charles Town,Charles Town,WV,25414,6/30/16,NM,369572,337977,1188,312878,8349,3170,37023,103,150,1060,14
Bank of Cherokee County,Hulbert,OK,74441,6/30/16,SM,101951,92841,235,67396,7969,3729,17828,90,67,3083,88
Bank of Chestnut,Chestnut,IL,62518,6/30/16,NM,16299,14446,51,12923,1743,2204,621,65,4,2959,35
Bank of China,New York,NY,10017,6/30/16,OI,63591947,63591947,0,21532942,0,0,1685,0,5,0,0
Bank of Clarke County,Berryville,VA,22611,6/30/16,SM,671322,594116,3179,514471,13361,8134,91447,289,339,2644,27
Bank of Cleveland,Cleveland,TN,37311,6/30/16,NM,238476,200167,1679,199476,1968,3330,27051,102,100,713,2
Bank of Colorado,Fort Collins,CO,80525,6/30/16,NM,3061993,2748628,24256,2062223,30274,25152,315924,1458,1331,96402,1042
Bank of Columbia,Columbia,KY,42728,6/30/16,NM,130604,116669,1142,96138,7748,10134,21338,477,93,19850,465
Bank of Commerce,Stilwell,OK,74960,6/30/16,NM,85536,74342,787,57240,4217,2131,17878,94,70,4529,126
Bank of Cordell,Cordell,OK,73632,6/30/16,NM,43480,39894,497,41008,618,548,9210,26,28,3237,47
Bank of Coushatta,Coushatta,LA,71019,6/30/16,NM,204383,181945,1182,56935,6536,3848,5448,249,31,3589,69
Bank of Crocker,Waynesville,MO,65583,6/30/16,NM,131803,118152,292,65089,3715,1359,12680,62,49,2734,69
Bank of Cushing,Cushing,OK,74023,6/30/16,SM,113673,98142,758,39192,5302,5656,12668,267,77,5089,176
Bank of Dade,Trenton,GA,30752,6/30/16,NM,97546,85497,666,40007,4413,2280,6110,89,35,3163,52
Bank of Dawson,Dawson,GA,39842,6/30/16,NM,112879,92024,747,83533,3830,3684,6102,232,27,22358,225
Bank of Deerfield,Deerfield,WI,53531,6/30/16,NM,132022,115114,1275,117521,1453,2483,16705,101,85,5019,88
Bank of Delight,Delight,AR,71940,6/30/16,NM,99028,80831,755,71821,3339,3352,17989,138,85,10599,179
Bank of Denton,Denton,KS,66017,6/30/16,NM,17088,13931,89,8458,1627,676,0,14,0,2432,54
Bank of DeSoto  National Association,De Soto,TX,75115,6/30/16,N,192261,173200,1486,100069,29705,11321,17656,390,76,749,4
Bank of Dickson,Dickson,TN,37055,6/30/16,NM,225240,195416,836,136724,4412,2056,14075,83,69,4764,70
Bank of Dixon County,Ponca,NE,68770,6/30/16,NM,94658,85406,431,54358,4930,1745,5294,68,34,6844,94
Bank of Doniphan,Doniphan,NE,68832,6/30/16,NM,101249,90354,275,74146,5841,7194,12666,221,65,14014,147
Bank of Dudley,Dudley,GA,31022,6/30/16,NM,209244,185972,811,138331,9335,8753,45756,423,179,402,10
Bank of Early,Blakely,GA,39823,6/30/16,NM,115806,104917,119,98224,4873,3387,14428,128,66,13847,141
Bank of Eastern Oregon,Heppner,OR,97836,6/30/16,NM,349527,311635,1766,295893,3474,8727,58812,332,276,73896,742
Bank of Eastman,Eastman,GA,31023,6/30/16,NM,170646,156298,412,116580,8552,8977,21306,391,101,7722,108
Bank of Easton,North Easton,MA,2356,6/30/16,SM,130396,115496,400,75356,609,116,2291,3,11,0,0
Bank of Edmonson County,Brownsville,KY,42210,6/30/16,NM,212135,186888,1672,153020,8274,5595,14360,323,66,27976,416
Bank of Elgin,Elgin,NE,68636,6/30/16,SM,57231,50625,460,41149,875,768,1871,26,11,14568,167
Bank of England,England,AR,72046,6/30/16,NM,343943,302141,3731,282850,3693,1467,23031,221,95,13970,224
Bank of Erath,Erath,LA,70533,6/30/16,NM,104214,90696,332,68968,3518,39334,0,466,0,1123,19
Bank of Estes Park,Estes Park,CO,80517,6/30/16,NM,117355,105180,634,60168,334,813,19611,41,75,0,0
Bank of Eufaula,Eufaula,OK,74432,6/30/16,SM,101667,87103,784,35736,6916,2553,5489,98,27,2017,86
Bank of Evergreen,Evergreen,AL,36401,6/30/16,NM,58952,52018,392,41113,2696,3089,10074,93,54,4193,72
Bank of Farmington,Farmington,IL,61531,6/30/16,NM,152044,134201,754,104962,7712,4341,14355,183,61,20399,245
Bank of Feather River,Yuba City,CA,95991,6/30/16,NM,85195,74663,481,73124,241,2192,15315,86,73,15980,141
Bank of Floyd,Floyd,VA,24091,6/30/16,SM,248561,228991,-297,163042,970,3613,23489,120,106,2388,26
Bank of Frankewing,Frankewing,TN,38459,6/30/16,NM,219321,193330,923,159817,9500,7844,27809,300,155,22984,392
Bank of Galesville,Galesville,WI,54630,6/30/16,NM,94699,77694,1043,75241,2702,2531,13661,100,67,8524,94
Bank of Geneva,Geneva,IN,46740,6/30/16,SM,231309,204100,2792,209434,3217,4220,16127,133,68,56940,468
Bank of George,Las Vegas,NV,89148,6/30/16,NM,144654,122074,1116,104100,760,2406,28820,68,99,0,0
Bank of Gibson City,Gibson City,IL,60936,6/30/16,NM,73396,63887,318,43161,2902,1085,3250,47,15,7457,83
Bank of Gleason,Gleason,TN,38229,6/30/16,NM,118463,92833,863,35679,7396,1895,2837,106,20,6227,139
Bank of Glen Ullin,Glen Ullin,ND,58631,6/30/16,NM,57591,51795,764,54345,896,1038,4827,46,23,46214,350
Bank of Grandin,Grandin,MO,63943,6/30/16,NM,154406,130995,1386,82798,9143,7133,22606,349,106,13280,249
Bank of Gravett,Gravette,AR,72736,6/30/16,NM,123043,106658,523,78943,5539,2416,12058,103,56,11990,201
Bank of Greeley,Greeley,KS,66033,6/30/16,NM,37295,32587,214,21925,1777,1287,2175,58,14,10213,214
Bank of Grove,Grove,OK,74344,6/30/16,NM,145022,133535,794,110884,3348,3429,22320,166,86,7996,89
Bank of Guam,Hagatna,GU,96910,6/30/16,NM,1721897,1602317,6629,1158338,210066,22308,192880,10493,1875,749,3
Bank of Gueydan,Gueydan,LA,70542,6/30/16,SM,79760,64304,195,18667,4876,1703,1404,104,7,5735,98
Bank of Halls,Halls,TN,38040,6/30/16,SM,73411,64662,466,34535,1665,1742,8040,67,40,6814,70
Bank of Hamilton,Hamilton,ND,58238,6/30/16,NM,19447,16812,47,3799,826,1213,0,25,0,1163,26
Bank of Hampton Roads,Virginia Beach,VA,23452,6/30/16,SM,2098869,1777543,5655,1623868,200896,20961,262341,611,886,4312,30
Bank of Hancock County,Sparta,GA,31087,6/30/16,NM,86285,65202,483,28754,4865,2012,3203,82,24,1198,19
Bank of Hartington,Hartington,NE,68739,6/30/16,SM,83538,76580,513,61227,1759,1138,10387,49,43,14266,153
Bank of Hawaii,Honolulu,HI,96813,6/30/16,SM,15889475,14800864,94626,8437293,735953,37833,184915,1721,629,649,18
Bank of Hays,Hays,KS,67601,6/30/16,NM,266416,243087,1384,169278,4582,4658,30460,183,125,22532,497
Bank of Hazelton,Hazelton,ND,58544,6/30/16,NM,48435,43983,188,18685,394,389,1118,12,7,16479,161
Bank of Hazlehurst,Hazlehurst,GA,31539,6/30/16,NM,127653,110647,1302,89827,6292,5272,27942,318,134,15072,158
Bank of Hillsboro,Hillsboro,MO,63050,6/30/16,SM,64973,57133,407,46351,603,3977,18123,79,79,671,8
Bank of Hindman,Hindman,KY,41822,6/30/16,NM,197135,171573,696,68861,2412,2340,12000,70,51,440,23
Bank of Holland,Holland,NY,14080,6/30/16,NM,99624,90358,299,65626,3377,3025,7558,87,42,604,40
Bank of Hydro,Hydro,OK,73048,6/30/16,NM,125501,113778,1657,119676,3817,2889,20305,150,87,14164,314
Bank of Iberia,Iberia,MO,65486,6/30/16,SM,58706,53868,39,38394,4682,2451,4124,117,23,6736,207
Bank of Idaho,Idaho Falls,ID,83402,6/30/16,NM,282743,253353,2091,212708,9170,6512,62557,244,252,10614,86
Bank of India,New York,NY,10017,6/30/16,OI,6691268,6691268,0,5736913,0,192,7166,17,15,0,0
Bank of Jackson Hole,Jackson,WY,83002,6/30/16,SM,637013,566243,3294,457029,2264,1895,26869,98,108,684,9
Bank of Jamestown,Jamestown,KY,42629,6/30/16,NM,179906,160703,666,86555,3287,2061,13359,101,45,12678,185
Bank of Kampsville,Kampsville,IL,62053,6/30/16,NM,105255,87863,440,54017,7438,2641,3474,117,24,16667,300
Bank of Keystone,Keystone,NE,69144,6/30/16,NM,65024,56803,430,39302,1389,1970,2708,92,15,21688,326
Bank of Kilmichael,Kilmichael,MS,39747,6/30/16,NM,157519,142375,1065,89985,8240,40965,0,531,0,17640,369
Bank of Kirksville,Kirksville,MO,63501,6/30/16,NM,443111,397612,3026,197367,3394,4752,17854,191,96,40278,621
Bank of Labor,Kansas City,KS,66101,6/30/16,NM,550928,501108,837,224704,1424,3291,22458,113,86,0,0
Bank of Lake Mills,Lake Mills,WI,53551,6/30/16,NM,201932,177749,576,169424,15333,4548,25698,158,156,1429,16
Bank of Lancaster,Kilmarnock,VA,22482,6/30/16,SM,462863,420601,1201,353727,4906,8691,51055,296,258,167,4
Bank of Laverne,Laverne,OK,73848,6/30/16,NM,61083,50842,429,32663,5427,5226,0,182,0,14476,483
Bank of Lee's Summit,Lees Summit,MO,64063,6/30/16,NM,308807,251983,1072,122520,599,648,8543,38,47,81,2
Bank of Lewellen,Lewellen,NE,69147,6/30/16,NM,25501,19346,121,10991,464,278,858,22,9,6566,107
Bank of Lexington  Inc.,Lexington,KY,40503,6/30/16,NM,256751,231014,1079,211607,613,2087,27083,100,97,1936,12
Bank of Lincoln County,Fayetteville,TN,37334,6/30/16,NM,130587,112283,709,98783,2871,5135,17495,141,57,12685,268
Bank of Lindsay,Lindsay,NE,68644,6/30/16,NM,64752,57964,273,58215,1446,432,4135,25,20,28707,303
Bank of Little Rock,Little Rock,AR,72201,6/30/16,SM,201618,179657,640,117404,4172,7428,28212,253,130,487,5
Bank of Locust Grove,Locust Grove,OK,74352,6/30/16,SM,32301,28474,229,20912,11045,7224,0,145,0,753,76
Bank of Louisiana,Louisiana,MO,63353,6/30/16,SM,49747,43944,188,30847,714,1778,6068,58,23,3759,39
Bank of Lumber City,Lumber City,GA,31549,6/30/16,NM,23230,19501,132,11933,2543,1940,1043,127,11,2569,45
Bank of Luxemburg,Luxemburg,WI,54217,6/30/16,NM,295804,266508,1150,227446,5779,14952,69026,627,291,6737,93
Bank of Madison,Madison,GA,30650,6/30/16,NM,211238,180531,1240,125539,1469,6211,9119,265,48,13792,177
Bank of Maple Plain,Maple Plain,MN,55359,6/30/16,NM,85564,74751,515,32747,1652,1729,5630,96,47,797,8
Bank of Marin,Novato,CA,94947,6/30/16,NM,1950329,1722163,10918,1448399,25851,12495,163061,790,601,1115,15
Bank of Mauston,Mauston,WI,53948,6/30/16,NM,282663,249672,3390,182069,7269,10742,37690,425,172,1115,11
Bank of Maysville,Maysville,KY,41056,6/30/16,NM,127111,103928,496,68035,1611,1020,6821,48,28,6878,106
Bank of McCrory,Mccrory,AR,72101,6/30/16,SM,77444,68927,264,27880,1652,3474,0,73,0,9721,103
Bank of McKenney,Mc Kenney,VA,23872,6/30/16,SM,221433,195742,731,155084,2341,7029,45559,193,217,1554,20
Bank of Mead,Mead,NE,68041,6/30/16,NM,27670,24828,117,13748,1240,3441,0,141,0,4554,111
Bank of Millbrook,Millbrook,NY,12545,6/30/16,SM,212268,189038,711,99410,5166,1657,20808,75,92,1105,6
Bank of Milton,Milton,WI,53563,6/30/16,NM,109821,99898,770,76518,2627,2402,20572,70,80,2767,22
Bank of Minden,Mindenmines,MO,64769,6/30/16,NM,28618,24468,105,18884,618,364,1404,22,5,4554,99
Bank of Mingo,Williamson,WV,25661,6/30/16,NM,77443,72576,-456,33353,4527,1302,10396,41,45,0,0
Bank of Modesto,Modesto,IL,62667,6/30/16,NM,46603,41765,132,29116,1419,2039,3818,57,19,8278,68
Bank of Montana,Missoula,MT,59802,6/30/16,NM,56390,50062,1600,45551,2228,349,14197,15,57,95,1
Bank of Montgomery,Montgomery,LA,71454,6/30/16,NM,282110,248315,2829,225812,14177,8672,33371,444,166,8993,102
Bank of Monticello,Monticello,GA,31064,6/30/16,NM,102042,94307,486,60107,7606,4507,9291,163,46,1768,23
Bank of Morton,Morton,MS,39117,6/30/16,NM,65129,56100,896,46378,6123,2643,4896,83,16,6631,101
Bank of Moundville,Moundville,AL,35474,6/30/16,NM,89791,80436,142,22501,2367,3757,12423,183,52,170,2
Bank of Mount Hope  Inc.,Mount Hope,WV,25880,6/30/16,NM,127635,111772,452,60281,10117,2505,8467,102,51,0,0
Bank of Napa  N.A.,Napa,CA,94558,6/30/16,N,231643,205812,810,128323,159,1475,36721,63,129,6202,38
Bank of Nebraska,La Vista,NE,68128,6/30/16,NM,148861,135148,1126,122026,735,3600,31597,119,123,1064,10
Bank of New Cambria,New Cambria,MO,63558,6/30/16,NM,32152,28259,74,15638,504,509,708,20,4,12118,178
Bank of New England,Salem,NH,3079,6/30/16,NM,777471,684991,3981,725147,596,3789,84655,78,218,0,0
Bank of New Hampshire,Laconia,NH,3246,6/30/16,SB,1401267,1254174,2241,967651,33024,14281,97090,541,435,34,1
Bank of New Jersey,Fort Lee,NJ,7024,6/30/16,NM,821396,745940,2323,654445,888,3985,115489,110,297,0,0
Bank of New Madrid,New Madrid,MO,63869,6/30/16,NM,89835,78783,689,43954,2937,2298,3535,88,24,6072,47
Bank of Newington,Newington,GA,30446,6/30/16,NM,104864,96425,943,86041,2504,6048,13580,207,63,12436,127
Bank of Newman Grove,Newman Grove,NE,68758,6/30/16,SM,34612,31209,58,19564,690,222,893,19,5,17757,299
Bank of North Carolina,Thomasville,NC,27360,6/30/16,NM,6476625,5668246,31911,4854388,20670,39335,715408,1627,2793,2263,19
Bank of O'Fallon,O'fallon,IL,62269,6/30/16,NM,308636,267788,1951,196419,7216,3769,21178,140,94,515,5
Bank of Oak Ridge,Oak Ridge,LA,71264,6/30/16,NM,46953,41266,71,12649,1268,516,9410,15,20,1039,9
Bank of Oakfield,Oakfield,WI,53065,6/30/16,SM,87621,77058,367,60620,1161,1420,13148,66,55,6372,79
Bank of Ocean City,Ocean City,MD,21842,6/30/16,NM,305511,276381,1309,171917,1914,5864,41624,181,154,1098,9
Bank of Odessa,Odessa,MO,64076,6/30/16,NM,234382,185482,1304,154221,7603,6996,13231,299,75,8400,150
Bank of Okolona,Okolona,MS,38860,6/30/16,NM,169339,150219,1757,121739,11233,17511,14677,839,139,19906,342
Bank of Ontario,Ontario,WI,54651,6/30/16,NM,38658,33667,265,29492,1841,2183,2868,83,14,5626,72
Bank of Orchard,Orchard,NE,68764,6/30/16,NM,25155,21611,149,8863,1364,2383,0,64,0,4611,123
Bank of Palmer,Palmer,KS,66962,6/30/16,NM,41710,37399,152,22979,1614,1172,0,38,0,12896,214
Bank of Pensacola,Pensacola,FL,32502,6/30/16,NM,78446,67253,-55,23166,2050,489,4867,9,16,0,0
Bank of Perry County,Lobelville,TN,37097,6/30/16,NM,152699,137646,1357,127806,22010,7272,25669,196,121,1926,32
Bank of Pine Hill,Pine Hill,AL,36769,6/30/16,NM,24760,21483,-54,4924,482,138,406,9,3,1688,19
Bank of Pontiac,Pontiac,IL,61764,6/30/16,SM,498532,433439,2369,339210,20259,8624,27403,348,134,46400,515
Bank of Prague,Prague,NE,68050,6/30/16,NM,23797,20054,118,17416,2126,4224,0,121,0,10467,202
Bank of Prairie du Sac,Prairie Du Sac,WI,53578,6/30/16,NM,384444,323202,3093,238193,4290,3617,39226,177,167,17563,197
Bank of Prescott,Prescott,AR,71857,6/30/16,NM,81901,70587,503,44077,4001,19490,0,327,0,8523,181
Bank of Putnam County,Cookeville,TN,38501,6/30/16,NM,726437,669982,3250,352780,25927,9849,71541,525,348,4266,98
Bank of Rantoul,Rantoul,IL,61866,6/30/16,NM,222218,195109,2675,109365,1064,4592,15248,168,79,12797,133
Bank of Richmondville,Richmondville,NY,12149,6/30/16,NM,137476,120883,395,86467,2532,4454,14104,168,65,357,4
Bank of Rio Vista,Rio Vista,CA,94571,6/30/16,NM,208898,181404,711,69593,198,746,21290,17,57,3369,31
Bank of Ripley,Ripley,TN,38063,6/30/16,NM,210989,178338,625,79006,15193,2729,8770,83,51,9154,113
Bank of Ruston,Ruston,LA,71270,6/30/16,SA,226851,204890,1073,193517,4967,5592,35991,225,146,2530,17
Bank of Salem,Salem,AR,72576,6/30/16,SM,130542,116456,803,105915,6666,9765,12098,512,61,26954,658
Bank of San Francisco,San Francisco,CA,94105,6/30/16,NM,211055,189193,667,183399,135,392,54978,11,172,0,0
Bank of Santa Clarita,Santa Clarita,CA,91355,6/30/16,NM,315807,289305,629,211960,22238,1667,41347,44,123,0,0
Bank of South Texas,Mcallen,TX,78504,6/30/16,NM,115670,102834,375,79112,2038,4485,17056,110,77,1190,10
Bank of Springfield,Springfield,IL,62711,6/30/16,NM,891031,813196,2640,757034,11990,17100,126244,571,552,40528,360
Bank of St. Croix  Inc.,Christiansted,VI,820,6/30/16,NM,147818,132582,539,42486,268,546,7529,19,34,261,3
Bank of St. Elizabeth,Saint Elizabeth,MO,65075,6/30/16,NM,119761,105425,1169,92198,6128,2454,6260,108,30,12516,432
Bank of St. Francisville,Saint Francisvil,LA,70775,6/30/16,NM,109099,97112,603,79571,4834,2398,11625,117,53,5301,50
Bank of Star City,Star City,AR,71667,6/30/16,SM,89378,75402,579,64122,2011,5067,12747,255,75,2440,74
Bank of Stockton,Stockton,CA,95202,6/30/16,NM,2690261,2295267,13733,1572837,403213,14639,161045,394,682,35634,227
Bank of Stronghurst,Stronghurst,IL,61480,6/30/16,NM,75560,63269,143,18309,929,1230,515,50,5,6712,120
Bank of Sullivan,Sullivan,MO,63080,6/30/16,NM,419636,380795,1993,360686,10538,15455,70381,475,222,1914,35
Bank of Sun Prairie,Sun Prairie,WI,53590,6/30/16,NM,335140,287605,1910,274432,3340,4470,36383,688,161,403,6
